accession_id,target,length,charge,chargedensity,formulaC,formulaH,formulaN,formulaO,formulaS,tot,hydrogen,single,double,MW_modlamp,Gravy,Aromacity,IsoelectricPoint,Instability_index,SecStruct_helix,SecStruct_turn,SecStruct_sheet,Molar_extinction_coefficient_reduced,Molar_extinction_coefficient_oxidized,aliphatic_index,bomanindex,hydrophobic_ratio
XAO36845.1,1,246.0,12.403,0.0004421326027076924,1226,1922,378,358,7,4513,2460,4108,405,28051.69,-0.6020325203252027,0.07723577235772358,10.325981712341306,63.7491869918699,0.2845528455284553,0.2926829268292683,0.30487804878048774,47440,47565,79.39024390243902,2.475487804878048,0.35365853658536583
WXX00949.1,1,137.0,0.303,1.984411563028644e-05,681,1042,180,213,1,2437,1332,2211,226,15268.03,-0.5518248175182483,0.10948905109489052,6.835309410095214,28.975912408759108,0.3284671532846715,0.29927007299270075,0.3357664233576642,22460,22460,72.7007299270073,1.8420437956204387,0.3357664233576642
WWZ74771.1,1,140.0,6.426,0.0003862465919418358,761,1135,193,210,7,2651,1433,2395,256,16636.06,-0.6414285714285718,0.16428571428571428,9.282174110412598,25.61364285714285,0.34285714285714286,0.2357142857142857,0.38571428571428573,32890,32890,64.71428571428571,1.732714285714286,0.32857142857142857
XAN63780.1,1,164.0,7.968,0.0004275524500290025,819,1314,232,246,7,3008,1665,2748,260,18635.33,-0.3835365853658536,0.08536585365853658,9.59413661956787,37.15548780487806,0.34146341463414637,0.25609756097560976,0.3719512195121951,25440,25565,88.04878048780488,1.9871951219512194,0.3780487804878049
CAL1778296.1,1,213.0,9.336,0.0003981019372929751,1028,1609,307,309,5,3752,2056,3408,344,23450.3,-0.45305164319248875,0.08920187793427231,9.806044197082517,21.15164319248824,0.323943661971831,0.3004694835680751,0.3145539906103286,45950,45950,76.15023474178403,1.9774647887323935,0.3615023474178404
CAL1777149.1,1,187.0,6.037,0.0002904541756456315,925,1465,247,282,3,3370,1872,3077,293,20783.71,-0.2759358288770053,0.09090909090909091,9.318598747253418,25.121390374331536,0.3422459893048128,0.25668449197860965,0.3796791443850267,21430,21430,92.24598930481284,1.5901069518716588,0.39037433155080214
CAL1777969.1,1,188.0,6.936,0.0003351931008986326,920,1457,243,284,3,3357,1866,3067,290,20691.57,-0.25425531914893607,0.09042553191489361,9.425164985656739,28.359574468085093,0.34042553191489366,0.2606382978723404,0.3882978723404255,21430,21430,89.20212765957447,1.4631914893617026,0.3882978723404255
CAL1777122.1,1,185.0,8.099,0.00038460022518511765,962,1501,243,275,3,3412,1890,3111,301,21057.25,-0.23729729729729726,0.12432432432432433,9.46287899017334,31.2972972972973,0.34594594594594597,0.24324324324324326,0.41081081081081083,33350,33350,98.16216216216216,1.2585405405405412,0.3675675675675676
CAL1777735.1,1,204.0,10.032,0.0004454752424203267,999,1584,266,302,9,3628,2013,3313,315,22518.79,-0.29264705882352937,0.10294117647058823,9.554553031921387,30.234313725490182,0.36764705882352944,0.27450980392156865,0.36764705882352944,19370,19370,79.90196078431373,1.4664705882352942,0.36764705882352944
XAI94573.1,1,127.0,3.498,0.00024722455452934046,633,985,175,185,2,2281,1255,2078,203,14148.1,-0.2661417322834646,0.08661417322834646,9.298871421813963,42.06614173228345,0.31496062992125984,0.25196850393700787,0.36220472440944884,26470,26470,88.26771653543307,1.523779527559055,0.3779527559055118
XAI86332.1,1,194.0,7.131,0.00033264698555870797,951,1465,253,294,5,3440,1886,3128,312,21436.16,-0.4850515463917531,0.10824742268041238,9.315826606750488,27.40206185567009,0.37628865979381443,0.288659793814433,0.29896907216494845,39880,39880,74.0721649484536,1.6190206185567009,0.36082474226804123
WJJ58357.1,1,484.0,24.554,0.00044456023860033587,2475,3738,650,744,13,8845,4801,8012,833,55231.13,-0.6570247933884285,0.1322314049586777,9.498401069641115,29.171921487603313,0.26859504132231404,0.28719008264462814,0.37809917355371897,124220,124470,65.06198347107437,1.7520041322314024,0.2975206611570248
WJJ57882.1,1,169.0,12.228,0.0006118977788430889,898,1404,238,266,4,3206,1760,2918,288,19982.75,-0.7775147928994085,0.1242603550295858,9.595683860778806,26.149112426035494,0.2958579881656805,0.2958579881656805,0.378698224852071,23380,23380,78.3431952662722,2.2911834319526627,0.30177514792899407
XAG97735.1,1,408.0,16.922,0.00037169985138156276,2024,3079,565,604,11,7289,3955,6606,683,45525.0,-0.6124999999999997,0.11274509803921567,9.464748573303225,42.02112745098038,0.28431372549019607,0.3112745098039216,0.3235294117647059,75290,75540,64.90196078431373,1.861691176470587,0.3235294117647059
XAG97664.1,1,810.0,-1.381,-1.5821271189304773e-05,3877,6006,1018,1226,15,14028,7711,12778,1250,87286.57,-0.2751851851851853,0.09259259259259259,6.511838722229004,28.195555555555572,0.26666666666666666,0.35802469135802467,0.3641975308641975,127660,127785,81.25925925925925,1.3008641975308626,0.337037037037037
XAG95535.1,1,186.0,8.23,0.0003834416567661379,961,1490,264,275,8,3472,1895,3156,316,21462.52,-0.44838709677419375,0.11827956989247311,9.283334541320801,28.074784946236555,0.3387096774193548,0.2150537634408602,0.3709677419354839,35870,36120,79.19354838709677,1.8756451612903222,0.3602150537634409
XAG93894.1,1,151.0,3.495,0.0002088327593171079,725,1132,208,227,7,2696,1474,2455,241,16734.9,-0.4304635761589405,0.07284768211920531,8.825866889953613,38.57152317880794,0.26490066225165565,0.26490066225165565,0.3377483443708609,20970,21095,72.91390728476821,1.8193377483443718,0.3443708609271523
XAG93789.1,1,177.0,6.833,0.0003412664165478003,864,1334,246,276,8,3215,1748,2922,293,20021.5,-0.688700564971752,0.096045197740113,9.386419486999511,36.081920903954796,0.2711864406779661,0.3107344632768361,0.3107344632768362,36440,36690,65.59322033898304,2.2643502824858777,0.3107344632768362
XAI64933.1,1,177.0,3.234,0.00016884422110552763,842,1324,234,259,4,3102,1717,2831,271,19152.77,-0.1333333333333332,0.07344632768361582,9.163358879089355,31.594915254237275,0.33333333333333337,0.2711864406779661,0.3559322033898305,25440,25440,95.48022598870057,1.1910169491525426,0.3898305084745763
XAI65126.1,1,187.0,13.064,0.0006091669744209557,952,1506,264,276,9,3500,1924,3197,303,21444.7,-0.45668449197860966,0.0962566844919786,9.6381685256958,41.44438502673796,0.35294117647058826,0.2192513368983957,0.3582887700534759,39420,39670,79.25133689839572,1.8958823529411764,0.35294117647058826
XAI65010.1,1,187.0,2.461,0.00011825709890973777,922,1393,241,280,10,3329,1811,3020,309,20809.61,-0.4304812834224603,0.11229946524064173,8.409530067443853,29.406417112299444,0.3796791443850267,0.23529411764705882,0.304812834224599,34380,34505,66.95187165775403,1.3537967914438505,0.37433155080213903
WZX10922.1,1,149.0,13.354,0.0007887614779147967,768,1182,200,220,4,2746,1503,2499,247,16929.36,-0.5147651006711412,0.12751677852348994,9.740221977233887,18.277919463087233,0.31543624161073824,0.2483221476510067,0.37583892617449666,28420,28545,66.77852348993288,1.6461073825503358,0.33557046979865773
WZX10838.1,1,151.0,1.5,8.845789581075199e-05,748,1163,209,224,7,2736,1493,2491,245,16956.24,-0.4668874172185433,0.07947019867549669,7.772413825988769,35.769536423841046,0.31788079470198677,0.2715231788079471,0.32450331125827814,30480,30605,74.83443708609272,1.7735761589403984,0.3509933774834437
WZX10644.1,1,184.0,6.065,0.00030177522447797614,894,1413,243,272,4,3256,1801,2969,287,20096.760000000002,-0.3413043478260871,0.09239130434782608,9.193078804016114,22.90923913043477,0.375,0.29347826086956524,0.34782608695652173,24410,24535,85.97826086956522,1.4917391304347825,0.375
WZX02801.1,1,479.0,11.916,0.00022823060944812668,2336,3547,607,724,6,8375,4577,7603,772,52209.369999999995,-0.4054279749478085,0.1127348643006263,9.211452293395993,30.897077244258867,0.2609603340292275,0.36325678496868474,0.35908141962421714,88240,88240,75.92901878914404,1.3325469728601238,0.3173277661795407
WIU42472.1,1,415.0,7.576,0.00016864468750313037,1979,3036,516,648,7,7166,3927,6515,651,44921.869999999995,-0.3074698795180727,0.10843373493975905,9.11487865447998,18.589156626506032,0.24096385542168675,0.3325301204819277,0.40963855421686746,64180,64180,77.13253012048193,1.3617590361445766,0.3156626506024096
XAG93741.1,1,151.0,2.496,0.00014810428297886604,733,1138,210,227,7,2709,1477,2463,246,16852.010000000002,-0.4072847682119204,0.07947019867549669,8.468840980529787,43.48609271523177,0.2847682119205298,0.26490066225165565,0.3311258278145695,26470,26595,74.83443708609272,1.829801324503312,0.3576158940397351
WZP35725.1,1,289.0,0.03,9.555320848563454e-07,1352,2110,388,433,18,5076,2757,4626,450,31395.14,-0.46678200692041544,0.06574394463667821,7.0196382522583,33.316643598615926,0.22837370242214533,0.3633217993079585,0.31487889273356406,44920,45545,67.439446366782,1.7015916955017292,0.3217993079584775
WZP35574.1,1,331.0,-5.199,-0.00014046719730251108,1651,2461,421,518,8,5874,3181,5318,556,37011.219999999994,-0.5580060422960726,0.1148036253776435,5.768725776672363,16.259516616314183,0.2809667673716012,0.3202416918429003,0.3655589123867069,74830,74830,70.09063444108762,1.4318731117824766,0.311178247734139
WZP35502.1,1,472.0,-17.927,-0.0003484298209435729,2279,3390,570,742,17,8182,4417,7410,772,51449.84,-0.4597457627118646,0.11440677966101695,4.627171516418457,29.17817796610169,0.2521186440677966,0.3961864406779661,0.3389830508474576,108290,108540,64.91525423728814,1.3303601694915246,0.3072033898305085
WZP35500.1,1,258.0,1.362,4.7302835391689705e-05,1252,1939,345,401,14,4603,2502,4189,414,28792.22,-0.6201550387596901,0.08527131782945736,7.640149497985839,38.09341085271317,0.2751937984496124,0.3178294573643411,0.3372093023255814,42860,43110,66.16279069767442,1.84906976744186,0.3062015503875969
WZP35124.1,1,378.0,5.794,0.00014057947665808081,1855,2808,482,562,6,6604,3601,5997,607,41214.14,-0.4682539682539685,0.10846560846560846,8.94113636016846,18.54814814814814,0.26190476190476186,0.34391534391534384,0.37037037037037035,83310,83310,70.68783068783068,1.2351322751322737,0.30423280423280424
WZP34501.1,1,325.0,12.121,0.00033943120280349287,1569,2401,447,488,4,5710,3111,5182,528,35708.759999999995,-0.6513846153846157,0.08923076923076924,9.48989124298096,25.41076923076923,0.25846153846153846,0.3384615384615384,0.31076923076923074,53860,53860,70.52307692307693,1.8457538461538459,0.3076923076923077
WZL56240.1,1,364.0,28.621,0.0007267664416274835,1721,2749,489,544,8,6376,3525,5832,544,39380.31,-0.6975274725274728,0.07142857142857142,9.754469490051267,15.044780219780213,0.33791208791208793,0.35714285714285715,0.2774725274725275,37360,37610,67.58241758241759,1.934368131868128,0.3021978021978022
WZL04610.1,1,163.0,3.204,0.00017614635320972304,812,1239,227,240,2,2909,1587,2636,273,18188.44,-0.4325153374233132,0.11042944785276074,9.218285942077635,29.427607361963172,0.3128834355828221,0.2883435582822086,0.3312883435582822,34950,34950,77.91411042944785,1.8149693251533754,0.37423312883435583
WZL04347.1,1,213.0,4.3,0.00018154091932321545,1052,1663,283,316,7,3821,2117,3495,326,23685.14,-0.1765258215962441,0.07511737089201878,9.29835567474365,44.697183098591545,0.3051643192488263,0.3145539906103287,0.3615023474178404,32430,32430,98.54460093896714,1.3294366197183096,0.38967136150234744
WZK93685.1,1,265.0,26.317,0.0008674799669054267,1383,2056,366,387,6,4851,2622,4381,470,30336.32,-0.6600000000000005,0.16226415094339625,10.056374931335448,27.428339622641513,0.24528301886792453,0.3169811320754717,0.37358490566037733,93850,93850,56.67924528301887,1.6614339622641503,0.2792452830188679
WZK99002.1,1,214.0,5.902,0.00024939510489214994,1047,1682,284,314,9,3862,2147,3543,319,23664.28,-0.09205607476635518,0.06542056074766354,9.346835899353028,41.96822429906541,0.3037383177570093,0.29906542056074764,0.3878504672897196,29450,29575,99.85981308411215,1.2901401869158873,0.397196261682243
WZE63770.1,1,162.0,5.427,0.00031295015056437135,755,1175,219,236,4,2781,1529,2525,256,17340.44,-0.25617283950617287,0.08641975308641975,9.476223945617676,33.90493827160492,0.3395061728395061,0.2777777777777778,0.32098765432098764,14440,14440,79.07407407407408,1.4786419753086415,0.3950617283950617
WZE63615.1,1,207.0,-7.734,-0.0003317042625327297,1037,1578,272,324,7,3743,2027,3391,352,23314.97,-0.3188405797101452,0.11594202898550723,5.200279045104979,36.19376811594203,0.2608695652173913,0.32367149758454106,0.3864734299516908,18910,19160,79.56521739130434,1.77487922705314,0.36231884057971014
WZB39536.1,1,474.0,13.93,0.0002741991043747847,2276,3554,604,685,10,8224,4538,7515,709,50801.52,-0.3369198312236285,0.08227848101265824,9.347802925109864,17.660780590717287,0.33122362869198313,0.3080168776371308,0.3607594936708861,102330,102330,76.41350210970464,1.1730379746835429,0.33755274261603374
WZB39195.1,1,323.0,7.592,0.0002137712377444769,1558,2375,435,487,9,5678,3088,5149,529,35513.619999999995,-0.48544891640866894,0.1021671826625387,9.177026176452639,27.194736842105254,0.2631578947368421,0.3157894736842105,0.3498452012383901,71850,71975,70.37151702786377,1.687306501547988,0.3157894736842105
WZB39023.1,1,260.0,15.599,0.0005386149526333745,1293,1966,372,379,1,4627,2517,4185,442,28960.34,-0.6534615384615389,0.11923076923076924,9.860133171081543,24.283076923076916,0.3,0.28846153846153844,0.3269230769230769,69900,69900,66.11538461538461,2.0016538461538462,0.3192307692307692
WZB38990.1,1,231.0,2.632,0.00010904063710886539,1059,1624,314,320,7,3856,2098,3499,357,24136.81,-0.31212121212121235,0.08225108225108226,8.73528881072998,24.938528138528135,0.2683982683982684,0.35930735930735924,0.29437229437229434,48930,48930,65.15151515151516,1.372554112554112,0.33766233766233766
WZB38631.1,1,249.0,3.607,0.00012819574178313988,1265,1917,351,362,7,4483,2431,4062,421,28135.68,-0.43212851405622504,0.11646586345381527,9.043963432312012,40.00883534136545,0.27309236947791166,0.285140562248996,0.357429718875502,53400,53400,70.08032128514057,1.7840562248995961,0.3534136546184739
WZB38502.1,1,374.0,-13.082,-0.0003129674056480545,1821,2788,526,586,6,6597,3576,5975,622,41798.899999999994,-0.6061497326203208,0.08823529411764706,5.124967384338378,29.799197860962554,0.25133689839572193,0.33689839572192515,0.34224598930481287,78380,78380,75.88235294117646,2.2798930481283404,0.3181818181818182
WZB37043.1,1,102.0,1.093,9.703428426340059e-05,500,792,128,151,5,1858,1030,1703,155,11263.08,0.008823529411764643,0.06862745098039216,7.730864524841309,39.47745098039215,0.2647058823529412,0.2647058823529412,0.3823529411764706,5960,6085,103.23529411764706,0.9120588235294115,0.4117647058823529
WYX89469.1,1,388.0,-8.628,-0.00021139276668246152,1802,2790,496,550,13,6615,3634,6025,590,40814.03999999999,0.11262886597938149,0.07731958762886597,5.289004707336424,32.41185567010308,0.306701030927835,0.306701030927835,0.34278350515463923,64860,65110,92.60309278350516,0.8852577319587615,0.4252577319587629
WYX89468.1,1,311.0,-0.734,-2.2377584854948128e-05,1431,2226,406,450,11,5300,2901,4830,470,32799.7,-0.2630225080385854,0.07395498392282959,6.595505714416505,43.400996784565905,0.2733118971061093,0.3504823151125402,0.30868167202572344,34380,34630,74.11575562700965,1.4444051446945332,0.35691318327974275
WYX89424.1,1,164.0,12.928,0.0007116928358383146,815,1316,220,230,9,2986,1662,2737,249,18164.16,-0.24817073170731696,0.09146341463414634,9.615024375915528,16.040243902439013,0.39634146341463417,0.22560975609756095,0.3780487804878049,28420,28670,82.74390243902438,1.3404268292682924,0.38414634146341464
WNA15281.1,1,129.0,6.595,0.0004459733241005472,667,1029,181,189,4,2371,1297,2157,214,14786.9,-0.603875968992248,0.10852713178294573,9.520771598815916,13.110077519379843,0.3178294573643411,0.2713178294573644,0.34883720930232565,23950,23950,70.15503875968993,1.9024031007751943,0.32558139534883723
WYW04333.1,1,139.0,1.559,0.00010190128582558996,683,1027,187,203,4,2459,1328,2229,230,15298.140000000001,-0.47266187050359737,0.10071942446043167,7.839500617980957,49.825179856115085,0.31654676258992803,0.34532374100719426,0.28057553956834536,23950,24075,69.56834532374101,1.4861870503597125,0.34532374100719426
WYW04308.1,1,156.0,10.693,0.0006159874463682491,777,1227,211,218,10,2860,1573,2612,248,17358.14,-0.09038461538461538,0.10897435897435898,9.531602287292483,31.725641025641018,0.36538461538461536,0.22435897435897437,0.3846153846153846,35410,35785,81.9230769230769,1.2629487179487178,0.40384615384615385
WYW04196.1,1,166.0,4.889,0.00026364493299136965,811,1248,226,250,9,3001,1629,2722,279,18542.9,-0.2801204819277108,0.11445783132530121,8.904131507873537,37.989156626506016,0.2710843373493976,0.2831325301204819,0.37349397590361444,27390,27765,76.32530120481928,1.6964457831325293,0.3674698795180723
WYW04174.1,1,159.0,-0.768,-4.286573035557905e-05,786,1211,219,234,11,2921,1583,2656,265,17915.43,-0.4207547169811322,0.08176100628930817,6.647456550598145,29.418238993710673,0.34591194968553457,0.25157232704402516,0.3018867924528302,38960,39335,77.23270440251571,1.5732704402515731,0.36477987421383645
WYW04104.1,1,165.0,9.522,0.0005315185118821349,798,1252,202,238,11,2965,1633,2713,252,17913.73,-0.035151515151515135,0.10303030303030303,9.31505298614502,27.16121212121212,0.35151515151515156,0.22424242424242422,0.3878787878787879,36900,37275,77.57575757575756,0.8122424242424241,0.4
WYW04081.1,1,116.0,2.33,0.00017879505942441803,565,875,169,170,7,2100,1137,1904,196,13030.7,-0.6034482758620691,0.08620689655172413,8.383613777160647,31.66637931034483,0.4137931034482759,0.2413793103448276,0.25862068965517243,22460,22710,69.13793103448276,2.041034482758621,0.3620689655172414
WYW02717.1,1,1173.0,19.056,0.00015458323974054742,5287,8555,1497,1775,32,19844,11073,18208,1636,123272.41,-0.3577152600170489,0.042625745950554135,9.298226737976073,29.080562659846727,0.3393009377664109,0.3367433930093776,0.3000852514919011,64860,64860,78.95140664961636,1.6327195225916467,0.3589087809036658
WYW02656.1,1,224.0,4.902,0.0001984768059081468,1086,1707,301,330,10,3985,2195,3632,353,24697.12,-0.40178571428571486,0.08482142857142858,9.01991672515869,16.097767857142845,0.39285714285714285,0.30357142857142855,0.29910714285714285,33920,34045,82.99107142857142,1.6223660714285708,0.39732142857142855
WYW01285.1,1,1183.0,19.056,0.00015285281539629555,5349,8638,1508,1796,34,20050,11179,18391,1659,124667.97,-0.35942519019441976,0.044801352493660185,9.288363075256349,27.76669484361805,0.3355874894336433,0.3423499577345731,0.30008453085376163,64860,64860,78.50380388841927,1.6387320371935783,0.3584108199492815
WYV99708.1,1,174.0,6.034,0.0003145827946046496,843,1349,229,260,7,3136,1739,2871,265,19179.98,-0.31034482758620663,0.06896551724137931,9.11146183013916,37.54655172413792,0.3908045977011494,0.2298850574712644,0.36206896551724144,32430,32680,90.22988505747125,1.327873563218391,0.367816091954023
WNY35807.1,1,174.0,2.831,0.0001484232584646083,827,1316,226,260,12,3125,1721,2858,267,19072.850000000002,-0.20402298850574704,0.06896551724137931,8.452788352966309,40.277011494252854,0.28735632183908044,0.28735632183908044,0.3390804597701149,16960,17335,81.7816091954023,1.4396551724137934,0.3850574712643678
WFG37324.1,1,175.0,3.234,0.00016895218820249815,836,1309,239,259,7,3095,1692,2819,276,19140.53,-0.4022857142857144,0.08,8.668048286437987,31.929142857142843,0.3085714285714286,0.3142857142857143,0.3085714285714286,25440,25690,74.62857142857143,1.740799999999999,0.34285714285714286
WXB48202.1,1,878.0,27.963,0.0002845233752695738,4307,6908,1158,1389,19,15809,8785,14487,1322,98279.17,-0.656605922551251,0.0683371298405467,9.404921913146975,38.756264236902155,0.36332574031890663,0.30637813211845105,0.31776765375854216,66810,66810,78.21184510250569,2.0785763097949905,0.3211845102505695
WXB48164.1,1,288.0,15.228,0.00046716285079779373,1434,2223,397,441,10,5235,2862,4758,477,32595.79,-0.5392361111111114,0.10416666666666666,9.626757621765137,25.526388888888896,0.28125,0.3125,0.3402777777777778,50880,51130,75.90277777777777,1.8726388888888867,0.3298611111111111
WYC17766.1,1,154.0,5.038,0.0002938529440413704,754,1201,201,233,8,2758,1530,2522,236,17143.65,-0.4129870129870128,0.08441558441558442,9.233951759338382,32.12987012987011,0.38311688311688313,0.2532467532467533,0.3311688311688312,19940,19940,76.68831168831169,1.6108441558441553,0.37012987012987014
WWY66153.1,1,270.0,2.537,8.6318999910857e-05,1300,2019,373,390,5,4715,2589,4279,436,29390.0,-0.17333333333333342,0.0962962962962963,8.51603183746338,24.384444444444444,0.3851851851851852,0.23703703703703705,0.3222222222222222,42860,42860,87.62962962962962,1.5851481481481473,0.43333333333333335
WYA83919.1,1,211.0,5.363,0.00023492029005187258,1010,1598,274,306,9,3692,2043,3373,319,22828.04,-0.27582938388625605,0.07582938388625593,9.039708518981932,30.04933649289099,0.36492890995260663,0.2985781990521327,0.3317535545023697,29910,30035,83.22274881516589,1.221042654028436,0.3791469194312796
WYA83491.1,1,143.0,3.358,0.0002024112130266504,772,1149,187,210,4,2685,1455,2431,254,16589.010000000002,-0.20699300699300688,0.16083916083916083,8.7705530166626,46.91335664335664,0.3216783216783217,0.23076923076923078,0.4335664335664336,34380,34505,84.54545454545455,1.0425874125874135,0.3706293706293706
WYA78408.1,1,163.0,3.167,0.0001738714142108999,795,1260,222,249,7,2927,1612,2671,256,18213.63,-0.42453987730061343,0.07975460122699386,8.847915077209475,35.71840490797545,0.31901840490797545,0.29447852760736193,0.3496932515337423,19940,20065,81.34969325153375,1.8968711656441724,0.3558282208588957
WYA78257.1,1,209.0,8.071,0.0003512062243263942,997,1563,295,309,7,3679,2019,3342,337,22979.82,-0.36746411483253627,0.09090909090909091,9.727005958557129,29.177990430622007,0.3157894736842105,0.30143540669856456,0.3062200956937799,26930,27055,78.5645933014354,1.910861244019138,0.37799043062200954
WAX21690.1,1,239.0,6.302,0.00023517268324866692,1197,1872,316,364,6,4297,2369,3916,381,26796.350000000002,-0.36778242677824297,0.10460251046025104,9.250584602355957,18.819246861924672,0.35564853556485354,0.2719665271966527,0.3765690376569038,30370,30370,82.51046025104603,1.6376569037656885,0.3682008368200837
WXX18306.1,1,166.0,18.648,0.0009787424775704848,854,1334,236,237,9,3079,1689,2807,272,19052.04,-0.5614457831325304,0.10843373493975902,10.006411933898928,29.72048192771083,0.3373493975903614,0.2349397590361446,0.3493975903614458,29910,30035,67.65060240963855,1.724156626506024,0.3433734939759036
WXX17721.1,1,156.0,6.362,0.0003642736942517245,769,1212,212,235,5,2826,1559,2578,248,17463.91,-0.5314102564102569,0.08333333333333333,9.260964012145994,40.199999999999996,0.34615384615384615,0.28205128205128205,0.30769230769230765,15930,16055,83.2051282051282,1.8382051282051286,0.3525641025641026
WXX09720.1,1,415.0,-6.892,-0.00015118129581147526,1970,3018,574,627,16,7242,3930,6572,670,45586.67,-0.49445783132530097,0.0746987951807229,5.901842689514161,39.605542168674695,0.26024096385542167,0.3397590361445783,0.30120481927710846,77920,78045,72.45783132530121,1.913734939759036,0.3397590361445783
WXX03370.1,1,374.0,25.592,0.0006303004271127698,1804,2844,498,547,7,6584,3632,6016,568,40601.88,-0.4860962566844918,0.0855614973262032,9.76588039398193,42.26657754010696,0.3315508021390374,0.29411764705882354,0.32887700534759357,51340,51465,69.70588235294117,1.6431818181818165,0.339572192513369
WXX03202.1,1,114.0,8.156,0.0006445173745478856,557,881,165,160,6,2078,1135,1893,185,12653.45,-0.3666666666666666,0.08771929824561403,9.44927616119385,32.73596491228069,0.2631578947368421,0.2894736842105263,0.33333333333333337,12950,13200,76.05263157894736,1.8178947368421043,0.35964912280701755
WXX03111.1,1,289.0,7.83,0.00024576147765736266,1382,2141,401,445,9,5036,2740,4569,467,31859.18,-0.921107266435986,0.08650519031141868,9.158136940002443,28.27961937716262,0.3044982698961938,0.40484429065743943,0.2768166089965398,45380,45380,59.06574394463668,2.2146712802768134,0.25951557093425603
WXX02946.1,1,305.0,8.062,0.0002295847682381348,1579,2404,414,469,10,5641,3061,5117,524,35114.59,-0.64688524590164,0.1278688524590164,8.968535423278809,24.741704918032788,0.28524590163934427,0.29508196721311475,0.36721311475409835,94310,94560,71.27868852459017,1.9195081967213097,0.3114754098360656
